"","method","calib.method","k","m","b0","bc","bb","zc.star","zb.star","zc.ref","zb.ref","V","Vzeta","muN","minN","sd.w","tail","true.effect.dist","TheoryP","q","TheoryP.ref","TheoryDiff","scen.name","clustered"
"491","bt.smart","MR",20,10,0,0.5,1,0.5,1,2,0,0.25,0.1875,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,491,TRUE
"492","bt.smart","DL",20,10,0,0.5,1,0.5,1,2,0,0.25,0.1875,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,492,TRUE
"493","bt.smart","MR bt both correct",10,5,0,0.5,1,0.5,1,2,0,0.25,0.1875,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,493,TRUE
"494","bt.smart","MR",10,5,0,0.5,1,0.5,1,2,0,0.25,0.1875,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,494,TRUE
"495","bt.smart","DL",10,5,0,0.5,1,0.5,1,2,0,0.25,0.1875,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,495,TRUE
"496","bt.smart","MR bt both correct",150,150,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,496,FALSE
"497","bt.smart","MR",150,150,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,497,FALSE
"498","bt.smart","DL",150,150,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,498,FALSE
"499","bt.smart","MR bt both correct",100,100,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,499,FALSE
"500","bt.smart","MR",100,100,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,500,FALSE
"501","bt.smart","DL",100,100,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,501,FALSE
"502","bt.smart","MR bt both correct",50,50,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,502,FALSE
"503","bt.smart","MR",50,50,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,503,FALSE
"504","bt.smart","DL",50,50,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,504,FALSE
"505","bt.smart","MR bt both correct",20,20,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,505,FALSE
"506","bt.smart","MR",20,20,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,506,FALSE
"507","bt.smart","DL",20,20,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,507,FALSE
"508","bt.smart","MR bt both correct",10,10,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,508,FALSE
"509","bt.smart","MR",10,10,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,509,FALSE
"510","bt.smart","DL",10,10,0,0.5,1,0.5,1,2,0,0.25,0,850,800,1,"above","expo",0.05,2.247866136777,0.0303265329856317,0.0196734670143683,510,FALSE
"511","bt.smart","MR bt both correct",150,75,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,511,TRUE
"512","bt.smart","MR",150,75,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,512,TRUE
"513","bt.smart","DL",150,75,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,513,TRUE
"514","bt.smart","MR bt both correct",100,50,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,514,TRUE
"515","bt.smart","MR",100,50,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,515,TRUE
"516","bt.smart","DL",100,50,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,516,TRUE
"517","bt.smart","MR bt both correct",50,25,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,517,TRUE
"518","bt.smart","MR",50,25,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,518,TRUE
"519","bt.smart","DL",50,25,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,519,TRUE
"520","bt.smart","MR bt both correct",20,10,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,520,TRUE
"521","bt.smart","MR",20,10,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,521,TRUE
"522","bt.smart","DL",20,10,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,522,TRUE
"523","bt.smart","MR bt both correct",10,5,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,523,TRUE
"524","bt.smart","MR",10,5,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,524,TRUE
"525","bt.smart","DL",10,5,0,0.5,1,0.5,1,2,0,0.04,0.03,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,525,TRUE
"526","bt.smart","MR bt both correct",150,150,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,526,FALSE
"527","bt.smart","MR",150,150,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,527,FALSE
"528","bt.smart","DL",150,150,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,528,FALSE
"529","bt.smart","MR bt both correct",100,100,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,529,FALSE
"530","bt.smart","MR",100,100,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,530,FALSE
"531","bt.smart","DL",100,100,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,531,FALSE
"532","bt.smart","MR bt both correct",50,50,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,532,FALSE
"533","bt.smart","MR",50,50,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,533,FALSE
"534","bt.smart","DL",50,50,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,534,FALSE
"535","bt.smart","MR bt both correct",20,20,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,535,FALSE
"536","bt.smart","MR",20,20,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,536,FALSE
"537","bt.smart","DL",20,20,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,537,FALSE
"538","bt.smart","MR bt both correct",10,10,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,538,FALSE
"539","bt.smart","MR",10,10,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,539,FALSE
"540","bt.smart","DL",10,10,0,0.5,1,0.5,1,2,0,0.04,0,850,800,1,"above","expo",0.05,1.6491464547108,0.0143252398430095,0.0356747601569905,540,FALSE
"541","bt.smart","MR bt both correct",150,75,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,541,TRUE
"542","bt.smart","MR",150,75,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,542,TRUE
"543","bt.smart","DL",150,75,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,543,TRUE
"544","bt.smart","MR bt both correct",100,50,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,544,TRUE
"545","bt.smart","MR",100,50,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,545,TRUE
"546","bt.smart","DL",100,50,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,546,TRUE
"547","bt.smart","MR bt both correct",50,25,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,547,TRUE
"548","bt.smart","MR",50,25,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,548,TRUE
"549","bt.smart","DL",50,25,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,549,TRUE
"550","bt.smart","MR bt both correct",20,10,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,550,TRUE
"551","bt.smart","MR",20,10,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,551,TRUE
"552","bt.smart","DL",20,10,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,552,TRUE
"553","bt.smart","MR bt both correct",10,5,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,553,TRUE
"554","bt.smart","MR",10,5,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,554,TRUE
"555","bt.smart","DL",10,5,0,0.5,1,0.5,1,2,0,0.01,0.0075,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,555,TRUE
"556","bt.smart","MR bt both correct",150,150,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,556,FALSE
"557","bt.smart","MR",150,150,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,557,FALSE
"558","bt.smart","DL",150,150,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,558,FALSE
"559","bt.smart","MR bt both correct",100,100,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,559,FALSE
"560","bt.smart","MR",100,100,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,560,FALSE
"561","bt.smart","DL",100,100,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,561,FALSE
"562","bt.smart","MR bt both correct",50,50,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,562,FALSE
"563","bt.smart","MR",50,50,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,563,FALSE
"564","bt.smart","DL",50,50,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,564,FALSE
"565","bt.smart","MR bt both correct",20,20,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,565,FALSE
"566","bt.smart","MR",20,20,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,566,FALSE
"567","bt.smart","DL",20,20,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,567,FALSE
"568","bt.smart","MR bt both correct",10,10,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,568,FALSE
"569","bt.smart","MR",10,10,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,569,FALSE
"570","bt.smart","DL",10,10,0,0.5,1,0.5,1,2,0,0.01,0,850,800,1,"above","expo",0.05,1.4495732273554,0.00410424993119495,0.0458957500688051,570,FALSE
"571","bt.smart","MR bt both correct",150,75,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,571,TRUE
"572","bt.smart","MR",150,75,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,572,TRUE
"573","bt.smart","DL",150,75,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,573,TRUE
"574","bt.smart","MR bt both correct",100,50,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,574,TRUE
"575","bt.smart","MR",100,50,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,575,TRUE
"576","bt.smart","DL",100,50,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,576,TRUE
"577","bt.smart","MR bt both correct",50,25,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,577,TRUE
"578","bt.smart","MR",50,25,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,578,TRUE
"579","bt.smart","DL",50,25,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,579,TRUE
"580","bt.smart","MR bt both correct",20,10,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,580,TRUE
"581","bt.smart","MR",20,10,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,581,TRUE
"582","bt.smart","DL",20,10,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,582,TRUE
"583","bt.smart","MR bt both correct",10,5,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,583,TRUE
"584","bt.smart","MR",10,5,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,584,TRUE
"585","bt.smart","DL",10,5,0,0.5,1,0.5,1,2,0,0.0025,0.001875,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,585,TRUE
"586","bt.smart","MR bt both correct",150,150,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,586,FALSE
"587","bt.smart","MR",150,150,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,587,FALSE
"588","bt.smart","DL",150,150,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,588,FALSE
"589","bt.smart","MR bt both correct",100,100,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,589,FALSE
"590","bt.smart","MR",100,100,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,590,FALSE
"591","bt.smart","DL",100,100,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,591,FALSE
"592","bt.smart","MR bt both correct",50,50,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,592,FALSE
"593","bt.smart","MR",50,50,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,593,FALSE
"594","bt.smart","DL",50,50,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,594,FALSE
"595","bt.smart","MR bt both correct",20,20,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,595,FALSE
"596","bt.smart","MR",20,20,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,596,FALSE
"597","bt.smart","DL",20,20,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,597,FALSE
"598","bt.smart","MR bt both correct",10,10,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,598,FALSE
"599","bt.smart","MR",10,10,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,599,FALSE
"600","bt.smart","DL",10,10,0,0.5,1,0.5,1,2,0,0.0025,0,850,800,1,"above","expo",0.05,1.3497866136777,0.000336897349954274,0.0496631026500457,600,FALSE
"601","bt.smart","MR bt both correct",150,75,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,601,TRUE
"602","bt.smart","MR",150,75,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,602,TRUE
"603","bt.smart","DL",150,75,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,603,TRUE
"604","bt.smart","MR bt both correct",100,50,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,604,TRUE
"605","bt.smart","MR",100,50,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,605,TRUE
"606","bt.smart","DL",100,50,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,606,TRUE
"607","bt.smart","MR bt both correct",50,25,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,607,TRUE
"608","bt.smart","MR",50,25,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,608,TRUE
"609","bt.smart","DL",50,25,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,609,TRUE
"610","bt.smart","MR bt both correct",20,10,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,610,TRUE
"611","bt.smart","MR",20,10,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,611,TRUE
"612","bt.smart","DL",20,10,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,612,TRUE
"613","bt.smart","MR bt both correct",10,5,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,613,TRUE
"614","bt.smart","MR",10,5,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,614,TRUE
"615","bt.smart","DL",10,5,0,0.5,1,0.5,1,2,0,0.64,0.48,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,615,TRUE
"616","bt.smart","MR bt both correct",150,150,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,616,FALSE
"617","bt.smart","MR",150,150,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,617,FALSE
"618","bt.smart","DL",150,150,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,618,FALSE
"619","bt.smart","MR bt both correct",100,100,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,619,FALSE
"620","bt.smart","MR",100,100,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,620,FALSE
"621","bt.smart","DL",100,100,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,621,FALSE
"622","bt.smart","MR bt both correct",50,50,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,622,FALSE
"623","bt.smart","MR",50,50,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,623,FALSE
"624","bt.smart","DL",50,50,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,624,FALSE
"625","bt.smart","MR bt both correct",20,20,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,625,FALSE
"626","bt.smart","MR",20,20,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,626,FALSE
"627","bt.smart","DL",20,20,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,627,FALSE
"628","bt.smart","MR bt both correct",10,10,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,628,FALSE
"629","bt.smart","MR",10,10,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,629,FALSE
"630","bt.smart","DL",10,10,0,0.5,1,0.5,1,2,0,0.64,0,100,50,1,"above","normal",0.1,2.27524125243568,0.0554622429272895,0.0445377570727105,630,FALSE
"631","bt.smart","MR bt both correct",150,75,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,631,TRUE
"632","bt.smart","MR",150,75,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,632,TRUE
"633","bt.smart","DL",150,75,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,633,TRUE
"634","bt.smart","MR bt both correct",100,50,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,634,TRUE
"635","bt.smart","MR",100,50,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,635,TRUE
"636","bt.smart","DL",100,50,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,636,TRUE
"637","bt.smart","MR bt both correct",50,25,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,637,TRUE
"638","bt.smart","MR",50,25,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,638,TRUE
"639","bt.smart","DL",50,25,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,639,TRUE
"640","bt.smart","MR bt both correct",20,10,0,0.5,1,0.5,1,2,0,0.25,0.1875,100,50,1,"above","normal",0.1,1.8907757827723,0.0374111944000601,0.0625888055999399,640,TRUE
